""	0
28 August 2002	1311
28 December 1864	1312
28 February 1895	1313
28 July 1945	1314
28 March 1869	1315
28 March 1917	1316
28 October 1857	1317
28 October 1928	1318
28 October 1988	1319
28 on the Billboard Hot 100	1320
28 world records in career	1321
28.50	1322
29	1323
29 August 1116	1324
29 May 1896	1325
29-volume review of judgments	1326
2:09.5	1327
2:1 at Edinburgh University	1328
2:13.45	1329
2:22.73	1330
2:24.03	1331
2:24.81	1332
2e Groupe d'Aviation	1333
3	1334
3 August 1905	1335
3 August 1946	1336
3 January 1974	1337
3 July 1962	1338
3 June 1946	1339
3 June 1967	1340
3 May 1940	1341
3 November 1968	1342
3 November 2009	1343
3 October 1819	1344
3 October 2005	1345
3 RBI	1346
3 September 1916	1347
3 September 2010	1348
3-0 friendly defeat to Japan	1349
3-for-19	1350
3-year ban	1351
3-year ban from international cricket	1352
3.2	1353
3.36 grade point average as a junior at UCLA	1354
3.48	1355
3.5+ million	1356
3.77	1357
3.90	1358
3.99	1359
30	1360
30 August 1950	1361
30 July 1920	1362
30 May 1909	1363
30 November 2004	1364
30 Rock	1365
300 rebounds	1366
31	1367
319	1368
32 wickets	1369
324 BC	1370
325 years after original publication	1371
33	1372
33 Variations	1373
33 years old	1374
331 BC	1375
34 tests for South Africa	1376
34 years	1377
35 wickets	1378
350 cc Velocette KTT	1379
36 more holes following day	1380
36-hole playoff next day	1381
36.30	1382
36th overall pick	1383
37 points	1384
38 Grosvenor Street	1385
38th Blue Ribbon Awards	1386
391 yards	1387
3rd in all-around	1388
3–2 win over Partick Thistle	1389
3–9 in 2007	1390
4	1391
4 August 2005	1392
4 February 2011	1393
4 June 1940	1394
4 November 1947	1395
4 October 1993	1396
4 games	1397
4 games in 1886	1398
4 × 100-meter freestyle relay at 2008 Summer Olympics	1399
4 × 100-meter medley relay at 2008 Summer Olympics	1400
4-2	1401
4-37	1402
4.68	1403
40	1404
400 stations across the United States	1405
400 stations in the United States	1406
400-meter freestyle at major international competition	1407
400-meter freestyle long course	1408
40th anniversary of arrival in United States	1409
41	1410
41 Tests	1411
41 consecutive Tests	1412
41 wickets in 1989 Ashes series	1413
41st round of Amateur Draft	1414
42	1415
42 test wickets in 1981 England tour	1416
43	1417
44 games	1418
441	1419
45	1420
46	1421
47	1422
47 chapters	1423
48th district	1424
49	1425
49 touchdowns	1426
4x100-meter medley relay	1427
4x200-meter freestyle relay	1428
4×100-meter freestyle relay	1429
4×100-meter medley relay	1430
4×100-meter medley relay at the 2012 Summer Olympics	1431
4×100-meter medley relay at the 2013 World Aquatics Championships	1432
5	1433
5 August 2014	1434
5 May 2006	1435
5 November 1714	1436
5'2"	1437
5.00	1438
5.4	1439
5.5	1440
5.68	1441
50-meter freestyle	1442
50-meter freestyle at 2008 Summer Olympics	1443
50-meter freestyle at the 2013 World Aquatics Championships	1444
500 m in 2002 Winter Olympics	1445
500 m in 2006 Winter Olympics	1446
5000 m in Nagano	1447
51	1448
529	1449
53 One Day Internationals	1450
539	1451
54 years	1452
549	1453
54th overall	1454
557	1455
55th out of 62 racers in 2008–09 Luge World Cup	1456
56	1457
568	1458
59	1459
591 BC	1460
5th	1461
5th SS Artillery Regiment	1462
6	1463
6 April 1659	1464
6 April 1894	1465
6 February 1948	1466
6 June 1839	1467
6 March 1918	1468
6 November 1917	1469
6 feet 3 inches	1470
6 games in 1884	1471
6'2"	1472
6'3"	1473
6'6"	1474
6'7"	1475
60.34 mph	1476
61	1477
621 BC	1478
632	1479
64 years old	1480
65	1481
67 votes in 1977	1482
68	1483
68 episodes of "Leave It to Beaver"	1484
6th Annual Noor Iranian Film Festival	1485
6–6 in 2009	1486
7	1487
7 April 1946	1488
7 March 1972	1489
7 May 1976	1490
7 November 1714	1491
7 October 1714	1492
7 September 1948	1493
7 games in 1884	1494
7 points	1495
7-6	1496
7-Eleven in Glebe	1497
71	1498
73	1499
74	1500
75	1501
76	1502
77	1503
77%	1504
7th place in 2009–10 season	1505
8	1506
8 April 1991	1507
8 April 2013	1508
8 August 1940	1509
8 June 1716	1510
8 June 1946	1511
8 May 1919	1512
8 November 1922	1513
8 October 1931	1514
8 to 10 million listeners	1515
8-1	1516
8.2	1517
8.2 points per game	1518
800-meter freestyle at 2012 Summer Olympics	1519
800-meter freestyle at major international competition	1520
800-meter freestyle long course	1521
81	1522
810	1523
82	1524
83	1525
85	1526
86	1527
9	1528
9 February 1957	1529
9 July 1977	1530
9 July 1986	1531
9 March 2009	1532
9 May 1945	1533
9 May 1987	1534
9-6	1535
90	1536
90-25	1537
916	1538
93	1539
952	1540
96	1541
96-111	1542
99	1543
9th Earl of Northumberland	1544
A Robert Holgate from Yorkshire	1545
A Woman of the Iron People	1546
A particularly senior minister	1547
A shoulder problem	1548
A study of legal publications between 2009 and 2013	1549
A study published in The Journal of Legal Studies in 2000	1550
A. J. Dimond High School	1551
A. P. J. Abdul Kalam	1552
A.P.J. Abdul Kalam	1553
AAGPBL	1554
ABBA	1555
ABC Afterschool Special The Loneliest Runner	1556
ABC and ESPN	1557
ABC sitcom	1558
ABC soap opera General Hospital	1559
ABC television series	1560
ABC television series Six Degrees	1561
ABC/Desilu Studios	1562
AC Milan side of Nereo Rocco	1563
ACC Co-Defensive Player of the Year in 2015	1564
ACC Player of the Year in 2016	1565
ACM SIGGRAPH Significant New Researcher Award	1566
AFL All-Australian twice	1567
AFL player	1568
AFL's Team of the Century	1569
AIDS-related complications	1570
AL ERA title	1571
AMC's safety committee	1572
ANZ Championship	1573
APL Championship 2005	1574
ASIST Award of Merit	1575
ASIST Award of Merit given to Don R. Swanson	1576
ASTER Project	1577
ATU-TUCP	1578
Aaliyah	1579
Aaron Bedard	1580
Aaron Dalbec	1581
Abagnale & Associates	1582
Abandonment of Antioch	1583
Abbey of St. Denis	1584
Abdullah Badawi	1585
Abe Van Der Puy	1586
Aberdeen	1587
Abia State	1588
Abiriba	1589
Academia	1590
Academic Honor Roll	1591
Academy Award	1592
Academy Award at the 1939 Oscars	1593
Academy Award for Best Actress	1594
Academy Award for Best Cinematography	1595
Academy Award for Best Supporting Actress	1596
Academy Award-winning actress	1597
Academy of Fine Arts	1598
Academy of Fine Arts in Riga	1599
Acadia University	1600
Accommodation and Works Committee	1601
Achille-Ferdinand Carrier	1602
Achille-Ferdinand Carrière	1603
Achille-Ferdinand Carrière's plant collections	1604
Achilles and Patroclus	1605
Acoustic Soul EP	1606
Across the Universe	1607
Acting Canadian High Commissioner to the United Kingdom	1608
Acting Company Sergeant Major	1609
Acting Director of the United States Patent and Trademark Office	1610
Acting Under Secretary of Commerce for Intellectual Property	1611
Adam Collis	1612
Adam Meadows	1613
Adam Wakeman	1614
Adam Zindani	1615
Adamawa	1616
Adamawa Emirate	1617
Adamawa empire	1618
Adamu to extend jihad east	1619
Adamu ɓii Ardo Hassana	1620
Adelaide of Maurienne	1621
Adherents of Yaakov Israel Ifargan	1622
Adiele Afigbo	1623
Adiele Eberechukwu Afigbo	1624
Adirondack Flames	1625
Adja Yunkers	1626
Adja Yunkers's work	1627
Admirers of Yaakov Israel Ifargan	1628
Adolf Hitler	1629
Adolf Reinach	1630
Adolph Rupp	1631
Adolphe Germain	1632
Adrian Erlandsson	1633
Adèle of Champagne	1634
Aer Lingus	1635
Afghan authorities arrested Daniel Ménard because GardaWorld did not have or no longer had official authorization to perform security operations in Afghanistan	1636
African historical methodologies	1637
African-American pianist	1638
After Albert I died	1639
Air Officer Commanding No. 3 Group	1640
Airdrie United Hall of Fame	1641
Airdrieonians	1642
Akila Dananjaya	1643
Al Hogg	1644
Alan Dawson	1645
Alan Dinehart	1646
Alan Dinehart III	1647
Alan Dinehart Jr.	1648
Alan Lee	1649
Alan Mason Dinehart Sr.	1650
Alan Mason Dinehart Sr. and Louise Dyer	1651
Alan Mason Dinehart Sr. and Mozelle Britton	1652
Alan Mason Dinehart Sr.'s first wife	1653
Alan Mason Dinehart Sr.'s second wife	1654
Alana Davis	1655
Alana Summer Davis	1656
Alana Summer Davis' first two albums	1657
Alaska	1658
Alaska Territorial Senate	1659
Alaska Territory delegate in the United States House of Representatives	1660
Alaska representative	1661
Alaska statehood	1662
Albert I	1663
Albert I to free Otto II	1664
Albert Schweitzer	1665
Alberta Legislature	1666
Alberta Wheat Pool	1667
Alberta government's policy of taxation	1668
Albrecht I der Stolze	1669
Album All Together	1670
Albury	1671
Alderman's final Ashes appearance	1672
Aldo Nova	1673
Alex Gard	1674
Alex Gard's caricature of Alan Mason Dinehart Sr.	1675
Alexander the Great	1676
Alexander the Great's personal bodyguard	1677
Alexander the Great’s attempts to integrate Greeks and Persians	1678
Alexandra Hamnede	1679
Alfie Boe	1680
Alfred Auger	1681
Alfred E. Hunt	1682
Alfred E. Hunt's company	1683
Alfred Fischer	1684
Alfreton	1685
Ali Kılıç	1686
Alia Atkinson	1687
Alicante	1688
Alice Cooper	1689
Alice Cooper's backing band tours	1690
Alice Tully Hall	1691
Alisa Zinov'yevna Rosenbaum	1692
All California Interscholastic Federation team	1693
All England XI in 1863	1694
All India Congress Committee	1695
All India Institute of Medical Sciences	1696
All India Police team	1697
All India Schools	1698
All Irvine League honors	1699
All Together	1700
All in the Family	1701
All-ACC First Team in 2015	1702
All-American Girls Professional Baseball League	1703
All-American in 2016	1704
All-Atlantic Coast Conference First Team 2014	1705
All-Atlantic Coast Conference First Team in 2014	1706
All-Atlantic Coast Conference Third Team	1707
All-Australian team	1708
All-Conference defensive tackle	1709
All-Defensive Second Team in 2019	1710
All-Ivy League First Team	1711
All-Ivy League performer in soccer	1712
All-Pac-10 First Team	1713
All-Skyline tackle	1714
Allegations of misuse of parliamentary expenses	1715
Alleged miscarriage of justice	1716
Allegheny City	1717
Allen & Lewis	1718
Alliance Party of Northern Ireland	1719
Alliance support to Anglo Irish Agreement	1720
Allied Powers	1721
Allied invasion of Italy	1722
Allied invasion of Sicily	1723
Allison Robertson	1724
Alsace region	1725
Altay SK	1726
Altemur Kılıç	1727
Alternative spellings	1728
Althing	1729
Aluminium Company of America	1730
Alvin Lee	1731
Amalgamated Engineering and Electrical Union	1732
Amateur Scientist column	1733
Amateur and youth clubs	1734
Amazon	1735
Amazon rainforest	1736
Ambassador Hotel on Wilshire Boulevard in Los Angeles	1737
Amber Arnold	1738
Amenemhat	1739
Amenhotep II	1740
Amenhotep II as junior co-regent	1741
America	1742
American	1743
American Abstract Artists group	1744
American Academy of Arts and Sciences	1745
American Association	1746
American Association clubs	1747
American Association inaugural champions	1748
American Association's Orioles in 1886	1749
American Basketball Association	1750
American Chemical Society	1751
American Civil War	1752
American Football League	1753
American Gothic	1754
American Hockey League	1755
American Institute of Physics	1756
American Intellectual Property Law Association	1757
American League All-Star	1758
American League West Division title in 1983	1759
American Numismatic Society	1760
American Philosophical Society	1761
American Physical Society	1762
American Revolutionary War	1763
American Society for Information Science Award of Merit	1764
American Society of Cinematographers	1765
American Songbook Series	1766
American TV host	1767
American Writers' Congress	1768
American abstract painter	1769
American actor	1770
American actress	1771
American beauty pageant titleholder	1772
American businessman	1773
American college basketball coach	1774
American competitive swimmer	1775
American composer	1776
American conservatives	1777
American culture and mores of the period	1778
American culture and the mores of that period	1779
American daytime soap opera	1780
American drummer	1781
American entrepreneur	1782
American environmentalist	1783
American film director	1784
American filmmaker	1785
American former child actor	1786
American former competition swimmer	1787
American former professional basketball player	1788
American ice hockey coach	1789
American journalist covering finance and the economy	1790
American lawyer	1791
American music video director	1792
American musician	1793
American novelist of the early twentieth century	1794
American physicist	1795
American politician	1796
American professional baseball manager	1797
American professional basketball player	1798
American professional soccer player	1799
American singer-songwriter	1800
American soldier	1801
American sportscaster	1802
American television and film director	1803
American television director	1804
American television series	1805
American white nationalist	1806
Amor de Mis Amores	1807
Ampleforth College	1808
Amsterdam	1809
Amy Cesari of band The Demonics	1810
Amyntor	1811
Amédée Périard	1812
An African Aristocracy: Rank Among the Swazi	1813
Anathema singer Darren White ousted	1814
Anchorage	1815
Andre Gregory	1816
Andrew Bird	1817
Andrew John "Andy" Hurley	1818
Andrew Macdonald	1819
Andrew Thiboldeaux	1820
Andrew W. Mellon	1821
Andrzej Panufnik	1822
Andy Hurley	1823
Andy Katz at ESPN	1824
Angelina Jolie	1825
Angell	1826
Anglican	1827
Anglican clergyman	1828
Anglo Irish Agreement	1829
Anglo Saxon legend of Beowulf	1830
Anglo-Indian	1831
Anglo-Indian actress	1832
Ani DiFranco	1833
Animal skin	1834
Ankara Demirspor during military service	1835
Anna Dorothea Jericho	1836
Anna Friel	1837
Anne	1838
Anne Boleyn	1839
Anne Love	1840
Anne de Gaulle	1841
Annexing the state of Yong	1842
Announcement date	1843
Annual "George Bovell Dive In Free Swim Clinics"	1844
Another Place and Time	1845
Anthony "Tony" La Russa Jr.	1846
Anthony Dimond	1847
Anthony Dimond Day	1848
Anthony Joseph Dimond	1849
Antioch	1850
Antioch College	1851
Antoine Grimaldi	1852
Antonia	1853
Antonio Carlos Jobim	1854
Antwaan Randle El	1855
Appalachian Mountain Club	1856
Apple	1857
Appointment of Kirill Karabits as 13th Principal Conductor	1858
Appropriations-Human Services committee	1859
April 2008	1860
April 2011	1861
April 2012 armed robbery	1862
April 2012 armed robbery of 7-Eleven in Glebe	1863
April 2017	1864
April 2018	1865
Aram Khachaturian	1866
Aram Khachaturian music recorded by Kirill Karabits with BSO	1867
Arbroath	1868
Archbishop Mitty High School	1869
Archbishop of Tuam	1870
Archbishop of York	1871
Archibald Prize	1872
Archie Baird	1873
Archie Baird's prisoner of war experiences	1874
Archie's blind friend Mr. Van Ranseleer in "All in the Family"	1875
Aristotle	1876
Arizona	1877
Arizona Diamondbacks	1878
Arizona State	1879
Arizona State Sun Devils	1880
Arizona State University	1881
Arizona State University in 2008	1882
Arkitekt	1883
Arkitekt with Richard Walters	1884
Arlington National Cemetery	1885
Armand Liscio	1886
Armani	1887
Armchair Theatre	1888
Arnason's earliest published story	1889
Arrowsmith System Project	1890
Ars Magazine	1891
Arsenal	1892
Arsenal fans	1893
Arsène Wenger	1894
Art Farmer	1895
Art Linson	1896
Arthur Norman	1897
Arthur Rubinstein International Piano Competition	1898
Arthur Sewall	1899
Arthur Sewall and William Jennings Bryan	1900
Arthur Sewall's selection	1901
Arthur William Tedder	1902
Arthur William Tedder as Chief of the Air Staff	1903
Article	1904
Artland Dragons in Germany	1905
Arts and Crafts style	1906
As of 2015	1907
Ashley Ambrose	1908
Asia	1909
Asian Film Awards	1910
Asian Games 1966	1911
Asif Ali Zardari	1912
Aspen Shortsfest	1913
Assistant General Counsel at IBM	1914
Assistant General Counsel for IBM Asia/Pacific	1915
Assistant Head Coach	1916
Assistant Sub-Inspector of Punjab Police	1917
Assistant conductor of Budapest Festival Orchestra	1918
Associate Professor at Berklee College of Music	1919
Associate conductor of Orchestre Philharmonique de Radio France	1920
Associated-Rediffusion Television	1921
Association of Trade Unions - TUCP	1922
Atlanta Beat	1923
Atlanta Braves	1924
Atlanta Braves starting rotation	1925
Atlanta Hawks	1926
Atlas Shrugged	1927
Atlético Madrid	1928
Attempted assassination of Charles de Gaulle	1929
Attorney General in 1899	1930
Attorney General of the Confederate States of America	1931
Auburn University	1932
Aucas	1933
Auckland	1934
August 1997	1935
August 2008	1936
August 2010	1937
August 2018	1938
Aureole	1939
Auschwitz concentration camp	1940
Austin Film Festival	1941
Austin Reed	1942
Austin Spurs	1943
Australia	1944
Australia Council's Visual Arts Fellowship	1945
Australia and Japan	1946
Australia at senior international level	1947
Australia under 19s	1948
Australian	1949
Australian Bill of Rights Group	1950
Australian Film Institute Award	1951
Australian Football Hall of Fame	1952
Australian Football League	1953
Australian House of Representatives	1954
Australian Labor Party	1955
Australian Motoring Enthusiast Party	1956
Australian Premier League	1957
Australian Sports Medal	1958
Australian Sports Medal on 28 July 2000	1959
Australian W-League	1960
Australian media	1961
Australian national team to tour England in 1981	1962
Australian painter	1963
Australian rules footballer	1964
Australian skier Ross Milne	1965
Australian soap opera	1966
Australian team that won 1983 World Cup	1967
Australian team that won 1987 World Cup	1968
Australian television	1969
Australian television series	1970
Australian women's cricket team	1971
Australian-American	1972
Austria	1973
Austrian Jewish parents	1974
