head	tail	relation
Parma Airport	Aeroporto di Parma	official name
Parma Airport	PMF	IATA airport code
Parma Airport	LIMP	IATA airport code
Parma Airport	1.3 NM northwest of Parma	is located
Parma	Emilia-Romagna region of Italy	located in administrative territorial entity
Parma Airport	5 May 1991	publication time
Parma Airport	Giuseppe Verdi Airport	official name
Parma Airport	Parma "Giuseppe Verdi" Airport	official name
Parma Airport	Giuseppe Verdi	named after
The film	commercial success	has quality
The film	957 million lire at the Italian box office	domestic gross revenue
Armand Castelmary	Comte Armand de Castan	name
Armand Castelmary	Toulouse	place of birth
Armand Castelmary	16 August 1834	year of birth
Armand Castelmary	New York City	location of death for
Robert R. Hood	American government official	instance of game
Assistant Secretary of Defense for Legislative Affairs	Robert R. Hood	officer
CH2M	Robert R. Hood	officer
Special Assistant to the President in the Office of Legislative Affairs	Robert R. Hood	officer
principal deputy assistant secretary for legislative affairs	Robert R. Hood	officer
deputy under secretary of defense for budget and appropriations affairs	Robert R. Hood	officer
National Nuclear Security Administration	Robert R. Hood	director
Assistant Secretary of State (A/S)	executive position in the United States Department of State	instance of game
Under Secretaries	Assistant Secretary of State (A/S)	rank determined on
Under Secretary for Political Affairs	Six Assistant Secretaries	manager
Six Assistant Secretaries	diplomatic missions within their designated geographic regions	manage
One Assistant Secretary	international organizations	settled with
Assistant Secretaries	individual bureaus of the Department of State	manage
Manager of a bureau or another agency with a title other than Assistant Secretary	Assistant Secretary equivalent rank	rank determined on
Gretchen Osgood Warren	19 March 1868	year of birth
Gretchen Osgood Warren	September 1961	date of killing
Gretchen Osgood Warren	Fiske Warren	spouse
Gretchen Osgood Warren	actress	occupation
Gretchen Osgood Warren	singer	occupation
Gretchen Osgood Warren	poet	occupation
Gretchen Osgood Warren	Hamilton Osgood	father of
Gretchen Osgood Warren	Margaret Cushing Osgood	parent
Gretchen Osgood Warren	Mary Alden Childers	sibling
Mary Alden Childers	Robert Erskine Childers	spouse
Robert Erskine Childers	writer	occupation
Robert Erskine Childers	Irish nationalist	occupation
Gretchen Osgood Warren	Erskine Hamilton Childers	uncle of
Erskine Hamilton Childers	fourth President of Ireland	position held
Erskine Hamilton Childers	1973-74	term of office
R509 road (Ireland)	Childers Road	follows
Childers Road	Erskine Childers	named after
R509 road (Ireland)	regional road	instance of game
R509 road (Ireland)	Ireland	located in the administrative territorial entity
R509 road (Ireland)	southeastern side of Limerick City	part of the administrative region
R509 road (Ireland)	inner ring road	instance of game
Erskine Barton Childers	11 March 1929	year of birth
Erskine Barton Childers	25 August 1996	date of killing
Erskine Barton Childers	Irish writer	occupation
Erskine Barton Childers	BBC correspondent	occupation
Erskine Barton Childers	United Nations senior civil servant	occupation
Erskine Hamilton Childers	Erskine Barton Childers	child of
Ruth Ellen Dow Childers	Erskine Barton Childers	child of
Mary Alden Childers	Erskine Barton Childers	maternal grandfather
Mary Alden Childers	Irish nationalists	member of
Erskine Barton Childers	Robert Erskine Childers	maternal grandfather
Robert Erskine Childers	Irish nationalists	member of
Robert Erskine Childers	negotiation of Irish independence	participant in
Erskine Barton Childers	Gretchen Osgood Warren	uncle of
Robert Caesar Childers	1838	year of birth
Robert Caesar Childers	25 July 1876	date of killing
Robert Caesar Childers	British Orientalist scholar	occupation
first Pāli-English dictionary	Robert Caesar Childers	creator associated with
Robert Caesar Childers	Anna Barton	spouse
Anna Barton	Ireland	residence
Robert Erskine Childers	Robert Caesar Childers	parent
Erskine Hamilton Childers	Robert Caesar Childers	maternal grandfather
Robert Erskine Childers	Distinguished Service Cross	award winner
Siri Remote	remote control device	instance of game
Siri Remote	4th Generation Apple TV	released along with
Siri Remote	Apple Keynote Address by Tim Cook	introduced in
Siri Remote	Apple Inc.	supplier
Siri Remote	always-on Siri capable Apple TV	designed as
Siri Remote	original Apple Remote	successor of
Siri Remote	Apple TV 4K	paired with
Apple Remote	remote control device	instance of game
Apple Remote	October 2005	publication time
Apple Remote	Apple Inc.	supplier
Apple Remote	number of its products which use infrared capabilities	for use with
Apple Remote	Front Row media program on the iSight iMac G5	interacts with
Apple Remote	some later desktop and portable Macintosh computers	paired with
First three generations of Apple TV	Apple Remote	primary role
Siri Remote	Apple Remote	replaces
Apple Remote	several nameless IR remotes	preceded by
Macintosh TV	Nameless IR remotes	uses
TV tuner expansion boards	Nameless IR remotes	uses
PowerCD drive	Nameless IR remotes	uses
NetSupport Manager	Windows-centric cross-platform remote control software	instance of game
NetSupport Manager	remote screen control	features
NetSupport Manager	systems management	features
NetSupport Manager	Windows or Windows Mobile device	manager
NetSupport Manager	Windows devices	manager
NetSupport Manager	Mac devices	manager
NetSupport Manager	Linux devices	manager
NetSupport Manager	Solaris devices	manager
NetSupport Manager	Mobile devices	manager
NetSupport Manager	DOS only networks	platform
NetSupport Manager	1989	publication time
NetSupport Manager	thumbnail display of unlimited remote systems	has feature
thumbnail display of unlimited remote systems	10	has version replaced by
NetSupport Manager	navigation between remote systems	has feature
navigation between remote systems	KVM switch	similar to
NetSupport Manager	file transfers	has feature
NetSupport Manager	chat	has feature
NetSupport Manager	hardware inventory	has feature
NetSupport Manager	software inventory	has feature
NetSupport Manager	software updates	has feature
Linux clients	Fewer features	not feature
Mac clients	Fewer features	not feature
Remote Control from iOS tablets	New software versions in 2012	introduced in
Remote Control from Android tablets	New software versions in 2012	introduced in
Remote Control from iOS smartphones	New software versions in 2012	introduced in
Damon Gough	Badly Drawn Boy	alias
Badly Drawn Boy discography	eight studio albums	contains item
Badly Drawn Boy discography	one compilation	contains item
Badly Drawn Boy discography	six extended plays	contains item
Badly Drawn Boy discography	twenty-one singles	contains item
first EP	Twisted Nerve	publisher
Twisted Nerve	Andy Votel	founder
Badly Drawn Boy	1997	gained fame from
UNKLE album "Psyence Fiction"	Badly Drawn Boy	contributor to work
UNKLE album "Psyence Fiction"	Badly Drawn Boy	contributor to work
UNKLE album "Psyence Fiction"	Badly Drawn Boy	contributor to work
UNKLE album "Psyence Fiction"	Badly Drawn Boy	contributor to work
Once Around the Block	1999	publication time
XL Recordings	Badly Drawn Boy	signed player
XL Recordings	The Hour of Bewilderbeast	first published in
The Hour of Bewilderbeast	2000	publication time
The Hour of Bewilderbeast	Mercury Prize for Best Album	award winner
Nick Hornby	The Hour of Bewilderbeast	influence on
Nick Hornby	Gough to score the film for his book "About a Boy"	commissioned by
Soulfire	Tom Hingley was contemplating his career	associated with event
Inspiral Carpets	Tom Hingley	lead vocalist
Tom Hingley	Damon Gough	approached by
Damon Gough	Badly Drawn Boy	alias
Tom Hingley	solo acoustic 2000 album "Keep Britain Untidy"	released after
solo acoustic 2000 album "Keep Britain Untidy"	a return to a full band rock album	describes work
Something to Talk About	Badly Drawn Boy	creator associated with
Something to Talk About	About a Boy	part of
Something to Talk About	30 July 2002	publication time
Something to Talk About	28 on the UK Singles Chart	chart position
Under an Hour	Menomena	part of
Menomena	Portland-based experimental pop/rock group	instance of game
Under an Hour	Monster Squad	associated with
Monster Squad	Portland dance company	instance of game
Under an Hour	experimental soundtrack	instance of game
Under an Hour	Peter Gabriel's soundtrack for "About a Boy"	influence on
Under an Hour	Badly Drawn Boy's soundtrack for "About a Boy"	influence on
Craig Davies	English singer/songwriter	instance of game
Craig Davies	Manchester	origin
Craig Davies	1988 to 1990	period of active years
Craig Davies	two albums on the Rough Trade music label	dedicatee
Sommeren '92: Summer of '92	Danish film	instance of game
Sommeren '92: Summer of '92	Kasper Barfoed	director
Sommeren '92: Summer of '92	1992 UEFA European Football Championship	subject of
1992 UEFA European Football Championship	Denmark's greatest ever football triumph	description
Yugoslavia	1992 UEFA European Football Championship	declared ineligible under
Yugoslavia's disqualification	breakup and warfare in that country	caused by
Sommeren '92: Summer of '92	relationship between the team's coach Richard Møller Nielsen and the Danish Football Association and leading players	subject of depiction
triumph in 1992	relationship between the team's coach Richard Møller Nielsen and the Danish Football Association and leading players	resulted from
Pelé: Edson Arantes do Nascimento	23 October 1940	year of birth
Pelé: Edson Arantes do Nascimento	Pelé	alias
Pelé: Edson Arantes do Nascimento	retired Brazilian professional footballer	occupation
Pelé: Edson Arantes do Nascimento	forward	position
Pelé: Edson Arantes do Nascimento	the greatest football player of all time	notable feature
Pelé: Edson Arantes do Nascimento	World Player of the Century by the International Federation of Football History & Statistics (IFFHS) in 1999	award winner
Pelé: Edson Arantes do Nascimento	Athlete of the Century by the International Olympic Committee in 1999	award winner
Pelé	the most successful league goal-scorer in the world according to the IFFHS	instance of game
Pelé	1281 goals in 1363 games	goal
1281 goals in 1363 games	unofficial friendlies and tour games	includes
Pelé	the best-paid athlete in the world for a period during his playing days	status
IFFHS World's Best Club Coach	association football award	instance of game
IFFHS World's Best Club Coach	1996	inception
IFFHS World's Best Club Coach	the most outstanding club coach	award winner
the most outstanding club coach	International Federation of Football History & Statistics (IFFHS)	voted as
The votes in 1996	IFFHS's editorial staff	cast member
The votes in 1996	experts from 89 countries spanning six different continents	cast member
Since then	81 experts and selected editorial offices from all of the continents	awarded by
IFFHS World's Best Goalkeeper	football award	instance of game
IFFHS World's Best Goalkeeper	1987	inception
IFFHS World's Best Goalkeeper	the most outstanding goalkeeper of the year	award winner
the most outstanding goalkeeper of the year	International Federation of Football History & Statistics (IFFHS)	voted as
International Federation of Football History & Statistics	The votes	creator associated with
"Puss N' Boots/These Boots Are Made for Walkin'"	song by Canadian synthpop band Kon Kan	instance of game
